X-ray diffraction station at BSRF	Omega_2omega step mode	Wavelength(nm)=0.13807	2016/10/9 21:11:31
2Omega(degree)	Detector	InoChamber1	InoChamber2
94.76000	1025	74263	0
94.80000	1023	74261	0
94.84000	1051	74272	0
94.88000	1025	74246	0
94.92000	1018	74246	0
94.96000	1035	74228	0
95.00000	1032	74238	0
95.04000	1009	74231	0
95.08000	1037	74216	0
95.12000	1045	74229	0
95.16000	1079	74235	0
95.20000	1043	74220	0
95.24000	1103	74199	0
95.28000	1084	74182	0
95.32000	1084	74174	0
95.36000	1096	74188	0
95.40000	1141	74163	0
95.44000	1195	74156	0
95.48000	1150	74156	0
95.52000	1128	74155	0
95.56000	1176	74160	0
95.60000	1117	74146	0
95.64000	1164	74145	0
95.68000	1174	74125	0
95.72000	1140	74116	0
95.76000	1103	74110	0
95.80000	1039	74106	0
95.84000	1117	74075	0
95.88000	1051	74067	0
95.92000	1026	74076	0
95.96000	997	74066	0
96.00000	1054	74052	0
96.04000	1063	74048	0
96.08000	1113	74035	0
96.12000	1001	74041	0
96.16000	1023	74020	0
96.20000	1083	74005	0
96.24000	1079	74006	0
96.28000	1040	73996	0
96.32000	1066	73980	0
96.36000	1061	73980	0
96.40000	1067	73962	0
96.44000	1024	73934	0
96.48000	1054	73946	0
96.52000	1032	73929	0
96.56000	1032	73920	0
96.60000	1028	73903	0
96.64000	1037	73911	0
96.68000	1009	73906	0
96.72000	955	73891	0
96.76000	1023	73883	0
96.80000	1033	73880	0
96.84000	973	73863	0
96.88000	1001	73846	0
96.92000	1011	73836	0
96.96000	1002	73879	0
97.00000	1033	73918	0
97.04000	1030	73978	0
97.08000	1012	74026	0
97.12000	1011	74092	0
97.16000	1046	74141	0
97.20000	1084	74192	0
97.24000	1039	74198	0
97.28000	1043	74190	0
97.32000	1043	74191	0
97.36000	1010	74190	0
97.40000	1076	74182	0
97.44000	1007	74191	0
97.48000	1064	74187	0
97.52000	1028	74196	0
97.56000	1054	74176	0
97.60000	1049	74167	0
97.64000	1044	74178	0
97.68000	1043	74164	0
97.72000	1080	74167	0
97.76000	992	74160	0
97.80000	1063	74156	0
97.84000	1132	74136	0
97.88000	1067	74142	0
97.92000	1067	74133	0
97.96000	1040	74136	0
98.00000	1056	74140	0
98.04000	1011	74133	0
98.08000	1103	74181	0
98.12000	1053	74173	0
98.16000	1045	74167	0
98.20000	1085	74160	0
98.24000	990	74162	0
98.28000	1044	74166	0
98.32000	1002	74147	0
98.36000	1058	74135	0
98.40000	960	74128	0
98.44000	1056	74114	0
98.48000	1065	74132	0
98.52000	1052	74134	0
98.56000	1049	74126	0
98.60000	1044	74117	0
98.64000	1058	74121	0
98.68000	1060	74103	0
98.72000	1069	74084	0
98.76000	1027	74078	0
98.80000	1013	74088	0
98.84000	1078	74060	0
98.88000	933	74050	0
98.92000	958	74058	0
98.96000	1063	74060	0
99.00000	1014	74034	0
99.04000	984	74040	0
99.08000	1008	74031	0
99.12000	1089	74038	0
99.16000	988	74035	0
99.20000	984	74026	0
99.24000	1034	74024	0
99.28000	1028	74022	0
99.32000	1061	74028	0
99.36000	1010	74004	0
99.40000	965	74021	0
99.44000	993	74011	0
99.48000	999	74012	0
99.52000	1002	74023	0
99.56000	1068	74013	0
99.60000	1040	74017	0
99.64000	1058	74020	0
99.68000	991	74040	0
99.72000	1026	74026	0
99.76000	1076	74019	0
99.80000	1034	74021	0
99.84000	1053	74026	0
99.88000	1044	74035	0
99.92000	1012	74025	0
99.96000	1043	74006	0
100.00000	1109	74028	0
